3770,188500,-9479.17,-3008.27,0.00
3780,189000,-9709.16,-3086.36,0.00
3790,189500,-9139.44,-2895.90,0.00
3800,190000,-10093.51,-3214.50,0.00
3810,190500,-10396.62,-3315.01,0.00
3820,191000,-10154.69,-3234.79,0.00
3830,191500,-9619.94,-3055.85,0.00
3840,192000,-9732.36,-3093.40,0.00
3850,192500,-9152.82,-2899.11,0.00
3860,193000,-10486.25,-3344.76,0.00
3870,193500,-10394.91,-3314.10,0.00
3880,194000,-9196.33,-2915.33,0.00
3890,194500,-10233.77,-3260.86,0.00
3900,195000,-9784.12,-3111.04,0.00
3910,195500,-10234.11,-3260.57,0.00
3920,196000,-9443.52,-2997.32,0.00
3930,196500,-10032.22,-3193.07,0.00
3940,197000,-9954.72,-3168.09,0.00
3950,197500,-10592.74,-3380.91,0.00
3960,198000,-8913.82,-2820.18,0.00
3970,198500,-9862.09,-3136.12,0.00
3980,199000,-9713.87,-3086.45,0.00
3990,199500,-10172.41,-3240.60,0.00
4000,200000,-9688.48,-3079.15,0.00
4010,200500,-9722.19,-3089.82,0.00
4020,201000,-10088.72,-3212.54,0.00
4030,201500,-9930.68,-3159.96,0.00
4040,202000,-9941.27,-3163.72,0.00
4050,202500,-11152.97,-3567.43,0.00
4060,203000,-9736.08,-3094.56,0.00
4070,203500,-9147.73,-2898.56,0.00
4080,204000,-10119.54,-3222.11,0.00
4090,204500,-9788.21,-3112.10,0.00
4100,205000,-10066.61,-3205.39,0.00
4110,205500,-10019.92,-3189.59,0.00
